"player_id","sender_substrategy","sender_strategy_MLFIT_DFIT","MLFIT_classification","DFIT_classification","sender_strategy_SFIT","SFIT_classification","sender_strategy_TREND","TREND_classification","helping_rate"
85,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.5745
86,"POI","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5185
87,"SophMD7","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3721
88,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
89,"POH","UCL","UCL","DEF","UCL","UCL","UCL","UCL",0.2642
90,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3333
91,"SophCR6","CR","CR","CR","REW","REW","SOPH","SOPH",0.4565
92,"MD10","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2308
93,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0417
94,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0615
95,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0217
96,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0233
97,"SophMD6","MD","CR","CR","CAU","REW","SOPH","SOPH",0.6087
98,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7
99,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9412
100,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0426
101,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.38
102,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.2679
103,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9804
104,"SophCR1","CR","CR","CAU","REW","UCL","SOPH","CAU",0.6383
105,"SREW","REW","REW","ALT","REW","REW","REW","REW",0.7778
106,"SophCR5","CR","MD","CR","REW","REW","SOPH","SOPH",0.6667
107,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9804
108,"MD20","MD","MD","CAU","CAU","CAU","SOPH","CAU",0.3469
109,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0465
110,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.02
111,"REW1","REW","REW","REW","REW","DEF","REW","REW",0.1321
112,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0213
113,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0784
114,"MD30","MD","REW","REW","CAU","DEF","SOPH","DEF",0.0714
115,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0444
116,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0976
117,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1042
118,"SREW","REW","REW","REW","REW","DEF","REW","REW",0.1897
119,"REW2","REW","REW","REW","REW","DEF","REW","REW",0.0893
120,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1154
121,"ALT","ALT","UCL","ALT","ALT","ALT","ALT","ALT",0.9375
122,"ALT","ALT","UCL","ALT","ALT","ALT","ALT","ALT",0.9574
123,"SophMD10","MD","UCL","ALT","CAU","ALT","SOPH","ALT",0.9565
124,"POL","UCL","UCL","ALT","UCL","ALT","UCL","ALT",0.9565
125,"REW1","REW","UCL","ALT","REW","ALT","REW","ALT",0.9804
126,"SREW","REW","REW","ALT","REW","REW","REW","ALT",0.9194
127,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5714
128,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4583
129,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0851
130,"REW1","REW","REW","REW","REW","REW","REW","REW",0.54
131,"EXP32","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6182
132,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0392
133,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0962
134,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0638
135,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0517
136,"REW3","REW","UCL","DEF","REW","DEF","REW","REW",0.0217
137,"SREW","REW","UCL","DEF","REW","DEF","REW","REW",0.0962
138,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0444
139,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6047
140,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.54
141,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.06
142,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.98
143,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9804
144,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0357
145,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.54
146,"REW3","REW","MD","REW","REW","UCL","REW","REW",0.2917
147,"REW2","REW","REW","REW","REW","REW","REW","REW",0.5116
148,"REW3","REW","MD","REW","REW","UCL","REW","REW",0.2281
149,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8889
150,"EX1","UCL","UCL","REW","UCL","UCL","UCL","UCL",0.3158
151,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.96
152,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0625
153,"MD20","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2889
154,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4878
155,"CAU1","CAU","CAU","CAU","CAU","REW","CAU","CAU",0.6607
156,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4667
157,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0588
158,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.62
159,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.625
160,"SophMD2","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3148
161,"REW3","REW","MD","REW","REW","DEF","REW","REW",0.1373
162,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6522
163,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0536
164,"CR21","CR","CR","CR","REW","REW","SOPH","SOPH",0.75
165,"SophCR2","CR","CR","CR","REW","REW","SOPH","UCL",0.5
166,"REW3","REW","MD","REW","REW","DEF","REW","REW",0.1228
167,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7755
168,"SophCR6","CR","CR","CR","REW","REW","SOPH","SOPH",0.62
169,"REW2","REW","REW","REW","REW","UCL","REW","REW",0.3878
170,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4182
171,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0566
172,"CR21","CR","CR","CR","REW","REW","SOPH","SOPH",0.7021
173,"REW2","REW","REW","REW","REW","REW","REW","REW",0.4038
174,"CR20","CR","CR","CR","REW","REW","SOPH","SOPH",0.4773
175,"EXP3S","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9474
176,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9692
177,"SophMD2","MD","MD","MD","CAU","REW","SOPH","SOPH",0.6042
178,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.9778
179,"EXP3S","UCL","UCL","ALT","UCL","ALT","UCL","ALT",0.9556
180,"REW2","REW","REW","REW","REW","REW","REW","UCL",0.8644
181,"POH","UCL","REW","DEF","UCL","UCL","UCL","UCL",0.2182
182,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1463
183,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.439
184,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.1837
185,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.4528
186,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0656
187,"ALTERNATE","UCL","CAU","CR","UCL","CAU","UCL","CAU",0.5106
188,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.2453
189,"CR20","CR","CR","CR","REW","REW","SOPH","SOPH",0.587
190,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9592
191,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6
192,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
193,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6981
194,"CR21","CR","CR","CR","REW","REW","SOPH","SOPH",0.8298
195,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0435
196,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5106
197,"REW2","REW","REW","REW","REW","REW","REW","REW",0.5306
198,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9138
199,"ALTERNATE","UCL","UCL","UCL","UCL","CAU","UCL","CAU",0.451
200,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0385
201,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4565
202,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4286
203,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6327
204,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3774
205,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7778
206,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","REW",0.1087
207,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9524
208,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6481
209,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.2766
210,"SCAU","CAU","CAU","UCL","CAU","CAU","CAU","CAU",0.5439
211,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4815
212,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
213,"SREW","REW","REW","REW","REW","DEF","REW","REW",0.1667
214,"SophMD3","MD","MD","MD","CAU","DEF","SOPH","SOPH",0.12
215,"SophCR2","CR","CR","CR","REW","CAU","SOPH","SOPH",0.3725
216,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0952
217,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6296
218,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.3
219,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0426
220,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6939
221,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9348
222,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.037
223,"REW1","REW","REW","MD","REW","DEF","REW","REW",0.098
224,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0345
225,"REW3","REW","DEF","DEF","REW","DEF","REW","DEF",0.0612
226,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0227
227,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
228,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0204
229,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6
230,"REW1","REW","REW","REW","REW","REW","REW","REW",0.717
231,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0417
232,"SophMD6","MD","CR","CR","CAU","REW","SOPH","SOPH",0.6296
233,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.94
234,"REW1","REW","REW","REW","REW","REW","REW","REW",0.84
235,"CR30","CR","CR","CR","REW","REW","SOPH","SOPH",0.4182
236,"REW2","REW","REW","REW","REW","REW","REW","REW",0.4082
237,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6667
238,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5435
239,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0
240,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7234
241,"SophCR2","CR","CR","CR","REW","REW","SOPH","SOPH",0.5192
242,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5091
243,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0345
244,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9756
245,"SREW","REW","REW","REW","REW","REW","REW","REW",0.4444
246,"SophMD10","MD","MD","MD","CAU","REW","SOPH","SOPH",0.6531
247,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
248,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
249,"CAU0","CAU","CAU","CAU","CAU","CAU","CAU","CAU",0.3125
250,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9574
251,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.4808
252,"REW1","REW","REW","REW","REW","ALT","REW","ALT",0.9531
253,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9615
254,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0377
255,"REW2","REW","REW","REW","REW","REW","REW","REW",0.6078
256,"MD30","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.2353
257,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9792
258,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6
259,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.087
260,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9815
261,"EXP32","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.6327
262,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9556
263,"CAU1","CAU","CAU","CAU","CAU","CAU","CAU","CAU",0.6531
264,"REW2","REW","REW","REW","REW","REW","REW","REW",0.5789
265,"REW2","REW","REW","REW","REW","REW","REW","REW",0.6667
266,"REW1","REW","REW","REW","REW","REW","REW","REW",0.8519
267,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5581
268,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0217
269,"ALT","ALT","ALT","ALT","ALT","REW","ALT","REW",0.9388
270,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9556
271,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9592
272,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9649
273,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.9783
274,"SREW","REW","REW","CR","REW","REW","REW","SOPH",0.8148
275,"EX1","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8667
276,"EXP3S","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9184
277,"SophMD10","MD","MD","MD","CAU","REW","SOPH","REW",0.4902
278,"EXP32","UCL","UCL","DEF","UCL","UCL","UCL","UCL",0.2353
279,"EXP32","UCL","DEF","DEF","UCL","DEF","UCL","UCL",0.1698
280,"POH","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3077
281,"REW1","REW","REW","REW","REW","REW","REW","REW",0.5455
282,"SophCR3","CR","CR","CR","REW","REW","SOPH","SOPH",0.449
283,"SophMD5","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3958
284,"REW2","REW","REW","REW","REW","UCL","REW","REW",0.2553
285,"SSophCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.5085
286,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0426
287,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6316
288,"CR20","CR","CR","CR","REW","REW","SOPH","SOPH",0.4762
289,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0196
290,"POI","UCL","ALT","CR","UCL","ALT","UCL","ALT",0.92
291,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9615
292,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
293,"POI","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9348
294,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7963
295,"SREW","REW","REW","CR","REW","REW","REW","REW",0.7838
296,"EX1","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8814
297,"POI","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9762
298,"EXP31","UCL","ALT","ALT","UCL","ALT","UCL","ALT",0.9815
299,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","REW",0.614
300,"SophCR1","CR","CAU","CAU","REW","CAU","SOPH","CAU",0.6667
301,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0351
302,"CAU1","CAU","CAU","CAU","CAU","UCL","CAU","CAU",0.6444
303,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0741
304,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.3125
305,"REW3","REW","REW","REW","REW","DEF","REW","REW",0.0784
306,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.2444
307,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0208
308,"CR11","CR","CR","CR","REW","REW","SOPH","SOPH",0.7679
309,"SophMD3","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3913
310,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6364
311,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0377
312,"SophCR5","CR","CR","CR","REW","REW","SOPH","SOPH",0.5
313,"REW1","REW","REW","REW","REW","REW","REW","REW",0.6818
314,"MD10","MD","MD","MD","CAU","CAU","SOPH","SOPH",0.3137
315,"SophMD7","MD","MD","MD","CAU","REW","SOPH","SOPH",0.463
316,"SREW","REW","REW","MD","REW","UCL","REW","REW",0.3774
317,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0943
318,"POI","UCL","ALT","ALT","UCL","ALT","UCL","CAU",0.8
319,"EX1","UCL","REW","REW","UCL","REW","UCL","UCL",0.6889
320,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9
321,"REW2","REW","REW","REW","REW","REW","REW","REW",0.7647
322,"SophCR5","CR","CR","CR","REW","REW","SOPH","SOPH",0.6667
323,"CR30","CR","MD","CR","REW","REW","SOPH","SOPH",0.5577
324,"REW3","REW","REW","REW","REW","UCL","REW","REW",0.3333
325,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",1
326,"CR10","CR","REW","REW","REW","REW","SOPH","REW",0.78
327,"POL","UCL","ALT","ALT","UCL","ALT","UCL","UCL",0.8824
328,"SREW","REW","REW","REW","REW","REW","REW","REW",0.6032
329,"SREW","REW","REW","REW","REW","REW","REW","REW",0.5306
330,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0976
331,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9815
332,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0727
333,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0426
334,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","UCL",0.1136
335,"SREW","REW","REW","REW","REW","UCL","REW","REW",0.3261
336,"SCR","CR","CR","CR","REW","REW","SOPH","SOPH",0.537
337,"REW1","REW","REW","REW","REW","REW","REW","REW",0.7111
338,"SophMD3","MD","MD","MD","CAU","REW","SOPH","SOPH",0.4762
339,"POI","UCL","ALT","ALT","UCL","UCL","UCL","UCL",0.7925
340,"ALTERNATE","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.5
341,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.037
342,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.94
343,"REW3","REW","MD","MD","REW","DEF","REW","REW",0.1111
344,"DEF","DEF","DEF","DEF","DEF","DEF","DEF","DEF",0.0408
345,"SREW","REW","REW","MD","REW","CAU","REW","SOPH",0.1667
346,"REW2","REW","REW","REW","REW","DEF","REW","REW",0.1569
347,"MD30","MD","DEF","DEF","CAU","DEF","SOPH","DEF",0.0222
348,"SophMD1","MD","REW","REW","CAU","DEF","SOPH","UCL",0.1064
349,"SophMD1","MD","MD","CR","CAU","REW","SOPH","SOPH",0.6111
350,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",1
351,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8889
352,"CR21","CR","ALT","ALT","REW","ALT","SOPH","ALT",0.9792
353,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9153
354,"REW1","REW","ALT","ALT","REW","ALT","REW","ALT",0.9608
355,"RAND","UCL","UCL","UCL","UCL","UCL","UCL","CAU",0.5098
356,"SophCR2","CR","MD","MD","REW","REW","SOPH","SOPH",0.62
357,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","ALT",0.9216
358,"REW2","REW","REW","REW","REW","REW","REW","REW",0.8718
359,"ALT","ALT","ALT","ALT","ALT","ALT","ALT","UCL",0.8868
360,"ALT","ALT","REW","REW","ALT","REW","ALT","REW",0.9643
361,"EX1","UCL","UCL","UCL","UCL","UCL","UCL","UCL",0.525
362,"EXP33","UCL","DEF","DEF","UCL","DEF","UCL","DEF",0.0976
363,"REW3","REW","MD","MD","REW","CAU","REW","SOPH",0.3721
